umur,lama_berlangganan,tagihan_bulanan,jumlah_keluhan,jumlah_login,paket_premium,churn
50,12,1348417,8,168,0,1
34,62,622881,4,37,0,1
41,52,880331,7,227,0,1
51,48,374272,9,124,0,1
45,67,987675,3,277,0,0
60,46,360731,0,284,1,0
58,15,590010,12,136,1,1
56,71,1327613,12,107,0,1
39,36,1048742,3,67,0,0
66,14,754676,6,103,0,1
34,3,1259878,10,245,0,1
51,67,804600,1,164,0,0
23,19,183583,1,191,1,0
63,54,1086341,5,194,0,1
23,69,809649,8,131,0,1
51,10,684352,2,295,0,0
18,33,197119,6,143,1,1
27,13,968773,9,218,1,1
38,51,804259,14,25,0,1
22,32,186891,13,250,0,1
19,24,581981,8,94,1,1
39,35,825329,10,199,0,1
65,70,133033,12,102,1,1
19,40,463298,8,192,0,1
27,54,1149954,10,1,1,1
51,44,1254037,3,246,0,1
33,62,798134,1,90,1,0
65,68,743392,14,44,1,1
68,33,395761,0,2,0,0
56,56,1284462,5,63,0,1
39,36,813695,4,134,0,1
29,54,1434483,5,290,1,1
41,19,1289648,6,277,0,1
64,43,1329516,8,175,0,1
57,12,1464952,9,281,0,1
55,11,769587,9,119,0,1
27,70,248351,10,261,0,1
52,12,830264,5,173,0,1
68,41,1344588,5,117,1,1
66,25,273808,12,184,0,1
49,3,1111008,14,242,0,1
24,3,502867,2,213,0,0
38,28,970895,12,120,0,1
37,23,107771,7,62,0,1
43,48,441140,8,148,0,1
21,67,1480893,0,275,0,0
63,42,265189,5,28,0,0
69,40,1356706,6,298,0,1
39,6,817497,10,224,0,1
32,20,441572,7,172,0,1
57,11,108689,14,243,1,1
38,27,1176639,11,130,0,1
32,21,1467918,9,19,0,1
39,13,1359246,14,80,0,1
69,35,233823,10,292,0,1
45,47,1010195,7,293,0,0
31,28,1493904,6,234,0,1
44,21,408135,7,220,0,1
58,18,433019,10,169,0,1
57,31,847916,8,45,1,1
45,60,1045113,9,59,0,1
43,37,943087,6,95,1,1
66,21,1351032,14,268,0,1
19,14,687465,14,30,0,1
42,60,1206972,2,115,1,0
20,23,903309,14,61,0,1
25,29,118405,8,145,0,1
61,47,216435,0,52,0,0
50,30,146233,13,50,0,1
59,38,907903,7,168,1,1
69,27,1414022,5,194,0,1
52,15,999898,10,82,1,1
23,59,1490768,2,133,1,0
56,3,722260,8,267,0,1
69,10,1041015,5,80,0,1
40,17,1022526,14,218,0,1
42,11,1453959,6,1,0,1
67,48,827051,10,250,0,1
60,5,1376664,1,235,0,0
36,69,223811,0,155,1,0
22,64,1007529,0,36,1,0
68,14,159269,2,228,0,0
28,50,727846,10,144,1,1
29,26,1239444,2,55,1,1
27,69,882170,7,120,0,1
25,7,948327,6,210,0,1
41,16,1446004,14,259,0,1
45,55,541856,9,102,0,1
58,56,1039957,7,234,0,1
53,4,1377873,0,37,0,0
54,48,1354022,3,107,1,0
38,17,604254,7,223,0,1
25,36,602542,9,292,1,1
26,70,1055480,1,183,1,0
64,38,1394530,6,154,1,1
32,62,1031229,7,31,0,1
65,48,568089,13,233,0,1
63,10,1136483,8,249,1,1
57,36,274115,6,57,0,0
35,29,597730,11,162,1,1
59,4,177080,8,16,1,1
37,44,1344638,1,253,0,0
23,56,1104554,10,145,0,1
29,42,163131,0,228,0,0
19,13,962447,0,239,1,0
24,46,1487579,10,285,0,1
33,33,833833,11,15,0,1
20,21,1302737,3,74,0,1
62,57,953670,0,259,1,0
20,69,438084,6,3,0,1
44,70,461278,7,250,0,1
67,67,842886,2,84,0,0
60,48,423540,13,62,0,1
57,33,103877,0,99,1,0
55,36,994839,2,242,0,0
50,33,708544,1,294,0,0
45,31,1180394,5,161,0,1
18,21,855244,10,177,1,1
25,27,148555,6,251,0,1
54,62,928800,8,41,0,1
49,26,1065684,4,241,0,1
65,66,976098,3,90,0,0
60,12,985209,0,27,0,0
54,22,622126,10,154,0,1
21,17,472072,13,118,1,1
47,7,1175196,5,219,0,0
23,68,483382,10,263,0,1
63,37,1471259,7,120,1,1
36,38,1165653,3,45,0,0
49,11,183335,0,279,0,0
26,1,147285,13,114,1,1
29,25,544451,13,167,1,1
28,42,772979,4,245,1,1
63,52,1206053,9,279,0,1
33,24,703035,4,233,0,1
18,53,121169,1,21,1,0
62,56,392517,5,201,0,0
38,63,1181245,9,67,1,1
47,8,565386,8,135,1,1
30,59,679408,13,230,1,1
51,45,428520,5,57,0,1
21,27,678523,7,14,1,1
45,52,213307,9,263,0,1
55,18,463920,2,169,0,0
48,16,771207,9,290,1,1
44,66,647835,1,168,0,0
22,5,630863,3,47,0,0
42,3,1284491,11,95,0,1
20,70,324059,8,43,0,1
50,7,901284,8,239,0,1
21,50,938093,2,290,0,1
42,14,240229,11,282,0,1
37,38,1236518,12,69,0,1
51,47,478870,0,252,0,0
43,33,868180,0,65,0,0
22,43,997168,3,284,0,0
52,29,1396186,3,30,0,1
45,57,1221544,10,213,1,1
46,5,354686,11,180,0,1
26,60,905269,14,201,1,1
69,70,180684,9,67,0,1
55,2,741992,5,24,0,1
67,70,1225306,4,247,0,1
23,43,1115631,5,159,0,0
36,4,770179,9,279,1,1
61,56,565377,6,256,1,1
28,59,1418124,6,110,1,1
19,9,1163250,9,46,0,1
64,3,710211,13,178,0,1
61,48,511913,9,35,1,1
61,43,1102587,8,197,0,1
26,1,1340311,14,41,1,1
38,57,991751,5,89,0,1
41,53,1176613,7,67,0,1
51,16,999997,1,69,1,1
39,51,1254662,7,109,1,1
20,55,662270,8,21,1,1
29,1,485453,3,276,0,0
45,28,991674,14,194,1,1
47,53,1086028,4,44,0,0
43,58,891588,4,110,0,0
65,60,662568,1,208,0,0
38,59,699612,4,229,1,0
45,22,160706,8,177,0,1
43,8,835081,3,249,0,0
50,49,315342,9,10,0,1
38,42,241043,2,251,0,0
52,27,1070644,13,234,0,1
69,39,667696,6,135,0,0
51,25,283094,7,253,1,1
58,38,1286135,12,53,0,1
68,24,348670,12,128,1,1
64,24,1169573,9,225,0,1
35,60,1148482,5,19,0,0
28,50,705196,5,99,0,1
40,66,1495504,12,289,0,1
65,14,264857,4,56,0,1
39,53,1382642,10,225,0,1
34,32,682964,5,140,0,0
22,48,1142867,8,124,1,1
61,39,632661,14,51,1,1
28,40,261355,1,133,1,0
47,42,286983,9,291,0,1
32,8,1243527,10,152,0,1
44,26,912846,14,185,0,1
52,12,1003571,2,238,0,0
50,43,1284348,0,182,1,0
37,51,557359,3,2,0,1
33,63,1342877,1,283,0,0
51,49,1293549,5,195,0,0
19,27,264500,14,165,1,1
52,9,1123189,12,289,1,1
57,39,791047,14,140,0,1
45,65,1273650,0,110,0,0
64,71,675512,7,260,0,0
56,71,1137634,9,187,0,1
23,7,393996,5,272,0,1
26,67,360346,8,184,0,1
37,10,974977,11,286,0,1
18,71,1081706,5,91,0,1
25,53,1399113,9,193,1,1
40,57,1326926,6,46,0,1
20,27,392009,4,143,1,0
21,54,1291937,13,148,1,1
42,4,956702,7,119,1,1
64,23,1234125,7,133,1,1
55,48,528737,9,196,0,1
32,42,668615,8,36,0,1
38,3,213209,11,186,0,1
52,3,1345167,5,212,0,1
63,28,1133196,0,109,0,0
69,63,1133504,8,186,0,1
31,31,118409,2,77,0,0
53,10,774877,8,297,0,1
29,49,1455253,6,124,1,1
34,21,679632,13,1,1,1
56,53,1350125,11,70,0,1
26,54,716196,12,211,0,1
52,57,309074,2,7,0,0
30,20,150756,8,183,0,1
32,49,577038,13,163,0,1
35,7,276031,6,268,1,1
68,29,910976,6,294,0,1
50,48,118733,6,80,0,1
23,13,547427,1,261,0,0
44,3,284588,10,274,0,1
40,2,137487,3,104,1,0
44,16,140849,9,27,0,1
51,6,507766,7,46,1,1
63,45,190930,11,54,0,1
55,71,936131,1,78,0,0
31,5,981455,12,0,0,1
53,56,571399,3,167,0,0
25,71,590486,9,22,0,1
52,32,391162,7,227,1,1
36,49,1104667,14,297,1,1
47,13,907463,11,259,0,1
31,30,1344812,2,263,0,0
37,25,470570,11,163,0,1
66,60,100056,5,9,0,0
42,59,343349,11,115,0,1
57,28,770712,1,157,0,0
41,58,611854,7,271,0,1
31,20,1479403,7,157,0,1
43,34,1411441,11,201,0,1
55,5,1128077,12,120,1,1
40,60,575521,0,138,0,0
39,43,1145429,2,161,0,0
65,57,545185,13,207,0,1
36,57,664482,14,54,1,1
63,54,801916,1,259,1,0
68,45,864743,6,43,0,1
20,37,1228458,6,158,0,1
59,48,1028415,3,97,1,0
36,54,1300520,11,25,1,1
26,48,1353975,11,197,1,1
45,6,1221648,7,96,1,1
37,34,748207,2,238,0,0
62,63,1496688,13,11,1,1
24,48,853646,8,44,1,1
31,23,1193113,4,8,0,1
26,13,1102581,13,0,1,1
36,47,1088323,12,209,0,1
64,44,523959,14,53,0,1
69,32,331735,13,103,0,1
31,26,1221517,1,151,1,0
55,53,1114221,8,9,0,1
53,14,1311853,0,39,0,0
57,52,117645,10,43,0,1
34,36,1261237,7,267,0,1
47,8,1482193,5,277,0,1
26,40,937166,11,154,0,1
50,22,1014137,0,81,0,0
69,16,1166458,13,196,1,1
42,60,977292,3,51,1,0
31,60,309611,2,222,0,0
28,10,1060850,6,58,0,1
52,25,1370290,6,293,0,1
58,31,244051,5,275,0,1
31,21,1249089,13,275,0,1
47,33,480895,9,109,0,1
58,31,1193404,13,29,0,1
21,21,762588,9,106,0,1
21,36,305908,11,296,0,1
45,65,220354,7,94,0,1
25,4,206500,6,284,0,0
19,68,401062,3,206,0,1
58,4,345377,6,171,0,1
63,9,1099896,14,78,0,1
39,30,355333,0,249,0,0
58,45,444901,2,217,0,1
33,4,696285,1,56,1,0
46,69,838761,6,146,0,0
66,23,361372,8,233,0,1
65,16,851266,4,16,0,1
47,22,1352516,8,196,1,1
29,48,935815,11,188,0,1
52,62,1017831,12,131,0,1
28,60,870997,7,247,1,1
63,5,175614,0,149,0,0
67,7,762398,13,201,1,1
38,51,370192,10,212,0,1
38,65,1425674,1,216,0,0
22,9,331673,5,5,1,1
65,45,1407983,4,157,0,1
37,47,347067,14,74,0,1
54,67,550757,10,250,0,1
20,24,538687,6,45,0,1
61,10,299387,8,228,0,1
50,48,474154,13,181,0,1
26,35,375369,3,82,1,0
26,54,1102760,7,144,0,1
21,71,1031035,3,49,0,1
52,16,826231,2,99,1,1
34,53,877574,11,219,1,1
51,40,190721,1,138,0,0
41,20,127134,7,13,1,1
49,69,272193,14,12,1,1
18,45,317129,10,249,1,1
25,6,353107,7,171,0,1
62,69,515282,10,105,0,1
40,49,755355,11,188,0,1
64,39,1267479,2,16,0,1
57,2,1343125,0,49,0,0
29,39,266561,12,248,1,1
29,21,124698,5,226,0,1
63,40,1061164,4,78,1,0
64,54,1430357,7,271,0,1
32,12,279096,14,212,0,1
58,37,1230752,5,16,0,1
36,38,300633,3,250,0,1
43,15,721300,9,83,0,1
69,7,1351925,9,196,0,1
46,50,103654,11,264,0,1
39,65,594771,14,17,0,1
57,67,981811,11,220,0,1
38,44,165355,10,234,0,1
68,31,817479,1,175,0,0
55,43,582312,7,71,0,1
37,48,1194833,4,90,1,0
46,61,737723,11,22,0,1
68,10,1254442,14,212,0,1
21,29,1033491,7,293,0,0
24,48,1403135,14,127,0,1
45,62,1038314,4,58,0,0
45,13,1261271,5,84,1,0
21,44,265992,12,228,1,1
39,47,959856,14,267,0,1
29,64,470544,9,111,0,1
62,53,367618,13,115,0,1
20,44,159026,4,237,0,1
39,28,166024,10,51,0,1
61,2,1199550,2,83,0,1
19,57,1041648,9,110,0,1
41,57,367766,7,199,0,1
51,34,459510,2,218,0,0
44,58,857438,3,228,1,0
58,52,139214,5,20,1,1
18,29,717472,1,175,0,0
25,35,873500,13,55,0,1
40,48,460377,6,290,0,1
55,33,289065,4,299,1,0
23,9,384009,11,294,1,1
39,48,1353756,9,142,0,1
42,67,1081153,12,225,0,1
35,36,143026,4,7,1,0
34,71,189037,4,123,0,1
29,44,782226,12,245,0,1
23,60,1174351,12,100,1,1
43,63,1046584,1,92,0,0
44,5,825783,10,253,0,1
25,40,420595,12,79,0,1
36,19,545815,14,297,1,1
59,47,968573,14,30,0,1
18,65,639972,11,298,0,1
46,67,648290,9,281,1,1
62,18,492848,8,11,1,1
66,50,1040476,2,126,0,0
52,30,559369,11,186,0,1
57,66,1154885,6,68,0,1
31,5,1495395,4,10,0,1
52,42,954758,9,22,0,1
65,5,1156402,9,208,0,1
62,50,243206,4,214,0,0
37,58,1270416,14,122,1,1
66,8,877104,3,72,1,0
30,31,1426289,9,209,0,1
55,12,1049731,5,273,0,0
66,21,630796,6,93,0,1
63,62,1034112,6,235,0,1
66,33,1237635,10,153,0,1
25,26,1355617,11,273,1,1
60,40,1246051,14,212,1,1
37,65,754735,7,127,1,1
50,59,1017251,4,232,1,1
43,15,734936,6,40,0,1
56,1,124520,11,288,1,1
38,11,119734,13,42,0,1
66,55,936987,14,269,1,1
59,2,349972,3,27,0,0
60,65,787554,14,269,0,1
58,44,1376502,8,73,0,1
26,16,527900,4,144,0,1
41,22,1410470,2,161,0,1
54,18,1020363,4,245,1,1
66,47,1450560,8,269,0,1
58,30,459536,12,210,0,1
34,10,421471,12,279,0,1
41,58,213827,10,222,0,1
38,62,566966,7,69,0,1
68,6,725560,0,19,0,0
56,67,665992,4,120,0,1
58,41,946811,5,172,1,1
56,43,779678,14,33,1,1
30,18,1081460,12,70,0,1
28,58,891706,9,32,1,1
63,60,1035730,12,261,0,1
36,27,536850,10,271,1,1
28,68,866032,1,108,0,0
30,22,174210,13,22,0,1
63,24,218724,14,145,0,1
62,40,1131270,5,13,1,1
18,66,148392,13,35,0,1
57,40,343746,8,270,0,1
61,6,1219480,13,260,1,1
36,18,1147601,3,52,0,0
29,30,407479,2,47,0,1
25,21,122487,8,10,1,1
25,62,1224503,1,257,1,0
62,10,1420594,11,279,1,1
29,13,941254,8,209,0,1
65,9,1202524,10,11,0,1
50,68,1152184,9,250,1,1
62,39,1244563,10,159,1,1
43,24,1253758,10,35,0,1
56,34,1378970,1,148,1,1
45,61,1071416,13,197,1,1
22,41,651834,12,245,0,1
25,5,200804,10,203,0,1
42,50,561419,13,43,0,1
44,4,941618,14,205,0,1
63,51,1284878,9,240,0,1
40,52,650008,2,40,0,0
47,39,1453743,12,75,0,1
62,8,1215658,6,201,0,1
64,45,115050,1,94,0,0
40,28,1134337,0,27,0,0
66,27,1330963,8,143,0,1
64,65,1462884,5,58,0,1
37,34,1277046,8,128,0,1
35,62,916566,11,0,0,1
35,62,1295288,2,286,0,0
19,38,554887,2,21,0,0
21,26,114284,9,225,0,1
47,24,684814,11,203,1,1
50,39,1177153,2,186,0,0
53,21,746155,1,283,0,0
35,47,885367,12,26,0,1
54,48,421044,10,128,0,1
36,13,1085372,5,94,0,1
64,3,368210,2,65,1,1
45,32,876827,4,176,0,1
57,35,551104,12,274,1,1
37,19,1157159,10,155,1,1
66,14,1448777,4,18,0,0
50,48,1302252,9,57,0,1
29,68,1437284,2,272,1,0
68,45,423573,2,197,0,0
32,19,985032,0,78,0,0
58,64,1177517,5,40,0,0
56,66,619357,2,225,0,0
19,66,400106,14,260,0,1
46,45,269645,0,244,1,0
58,67,1007842,12,22,1,1
27,69,518908,13,196,0,1
19,3,682708,13,235,0,1
68,38,706703,12,125,1,1
28,42,266835,9,265,0,1
30,40,968445,8,139,0,1
27,50,801040,10,126,0,1
31,35,743300,0,285,0,0
35,24,1268774,4,113,0,1
68,17,657776,4,12,1,1
26,40,776819,14,227,1,1
56,66,1122133,1,8,0,0
45,44,505770,13,145,0,1
20,23,268939,13,162,1,1
37,6,309176,12,222,1,1
23,66,1415777,0,215,0,0
44,21,352570,5,168,0,1
19,35,423420,14,25,0,1
46,29,1050244,6,124,1,0
55,7,341290,10,299,1,1
20,53,1024178,10,249,0,1
33,37,273403,8,9,1,1
47,23,246388,7,104,1,0
57,8,771577,9,105,0,1
19,48,1259621,2,0,0,1
34,10,507818,8,181,0,1
58,24,1497901,0,140,1,0
29,47,1162563,12,229,0,1
52,53,637831,5,63,0,1
60,39,1438664,12,77,1,1
18,67,764504,13,231,0,1
62,66,138459,9,86,0,1
32,6,1319475,1,182,0,0
43,21,655029,9,145,0,1
54,36,874071,8,91,0,1
38,3,999804,8,122,0,1
66,42,431885,7,275,1,1
48,45,693465,12,63,1,1
42,44,1152119,10,218,1,1
40,33,1131232,6,191,1,0
41,60,1389785,13,106,0,1
55,70,942827,5,246,0,1
45,26,291506,1,56,0,0
38,21,391199,13,44,0,1
60,2,368260,3,85,1,1
35,47,1466205,9,37,0,1
53,30,757767,6,181,0,1
52,27,690709,13,163,0,1
62,71,853091,12,244,0,1
26,20,1446131,5,125,0,0
55,50,1356309,8,206,0,1
47,23,318102,12,266,1,1
61,13,1248348,12,86,1,1
51,4,1335092,4,144,1,1
49,14,452265,11,121,0,1
20,20,319055,11,97,0,1
20,13,998102,5,288,1,1
45,3,598535,9,132,1,1
61,47,204627,5,64,0,0
32,3,1314844,13,198,1,1
58,1,1125116,7,124,0,1
40,24,738471,7,207,0,1
57,35,1475990,5,207,1,1
28,14,1133546,7,299,0,1
65,67,941411,6,120,0,0
49,13,1127001,0,141,0,0
53,47,281410,4,56,0,0
50,50,1262161,10,144,0,1
41,26,1401245,14,43,0,1
56,3,1054359,9,131,0,1
51,51,1023732,9,80,0,1
45,40,1348015,12,29,0,1
54,68,251117,9,208,1,1
24,36,314740,4,242,1,0
21,51,307663,9,182,0,1
54,1,648606,13,157,1,1
18,33,1469178,8,145,0,1
18,7,507011,6,232,0,1
64,52,1072028,6,91,0,0
37,11,753077,9,171,0,1
36,27,1170323,14,189,1,1
46,14,877939,1,30,0,1
27,46,319842,7,108,0,1
35,10,278445,2,271,0,0
45,24,1159858,14,94,0,1
52,61,1211649,8,76,0,1
60,18,778403,14,150,1,1
64,9,342720,5,141,1,0
48,17,415044,8,230,1,1
44,58,1184076,14,257,1,1
28,13,268560,8,127,0,1
66,50,429649,6,223,0,1
66,6,387604,9,183,0,1
55,51,112155,11,279,0,1
22,36,1029374,7,292,1,1
25,71,477150,1,28,0,0
51,25,759077,4,297,0,0
65,11,1137683,14,17,0,1
69,44,477282,2,130,0,0
29,14,244499,0,268,0,0
55,29,164442,12,105,1,1
18,50,527924,5,156,0,1
48,5,987103,12,58,0,1
21,69,1127236,11,91,0,1
66,57,294644,14,259,0,1
62,26,903063,8,50,0,1
67,6,644175,1,132,0,0
22,16,1246508,8,166,0,1
47,60,682275,7,296,0,1
41,12,804990,10,4,0,1
20,3,833551,8,135,0,1
28,63,861632,4,225,0,1
62,64,776196,12,183,0,1
21,62,868407,1,90,1,0
43,6,331602,9,188,0,1
44,19,406600,9,132,0,1
63,18,1316028,5,171,0,1
60,43,1268826,6,249,0,1
44,3,1488455,2,60,1,1
59,38,601554,13,49,0,1
68,68,898001,5,222,1,0
67,44,487438,5,171,1,1
23,63,854723,7,224,1,1
32,42,1048686,0,190,1,0
47,64,609548,3,264,0,0
59,54,1096155,14,243,0,1
54,71,252721,0,78,0,0
54,37,970163,7,21,1,1
59,4,982564,1,35,0,0
54,2,200497,7,155,0,1
52,44,214432,2,55,0,0
40,67,1303474,7,247,0,1
23,68,1304377,5,260,0,1
21,62,1021372,0,259,0,0
35,1,1189850,6,14,0,1
26,17,1187294,12,187,0,1
66,16,665970,6,25,0,1
46,9,1179229,5,22,0,1
30,53,1406159,14,102,1,1
64,59,245213,0,28,0,0
69,9,1178977,4,56,0,0
34,12,782747,0,61,0,0
62,41,705978,0,47,0,0
49,15,462757,5,34,0,1
65,66,536677,7,45,0,1
39,11,406437,0,32,0,0
21,8,899848,1,225,0,1
22,55,453079,14,265,1,1
54,6,370504,4,215,0,0
58,53,140721,7,216,0,0
66,20,922501,10,175,0,1
30,39,1463990,3,43,0,1
51,34,111227,14,218,0,1
62,57,1188163,13,125,1,1
39,19,686008,4,199,1,1
40,71,1479025,9,84,0,1
68,31,438172,4,40,1,0
20,40,415795,2,210,1,0
59,14,413476,5,38,0,0
51,37,299953,4,268,1,0
49,44,1357550,14,180,0,1
62,9,748226,1,230,0,0
68,58,741518,13,69,1,1
66,20,1088480,9,75,0,1
38,50,1242334,13,275,0,1
63,20,943732,3,233,0,0
61,36,913383,10,135,1,1
38,27,1122918,3,153,0,0
61,32,1167697,6,293,0,1
28,1,446495,14,98,0,1
56,17,412683,6,129,0,1
21,9,603015,8,6,0,1
68,45,785671,14,104,0,1
18,66,797757,9,49,1,1
45,32,1177794,11,223,0,1
41,45,1142113,1,63,1,0
52,9,1098573,5,180,0,1
30,30,1069095,1,74,0,0
64,38,799493,8,265,1,1
51,60,931299,1,188,1,0
28,1,1149892,5,182,0,1
53,5,137972,7,67,0,1
68,63,973356,5,169,0,0
34,36,1096552,11,171,0,1
52,65,821580,14,283,1,1
35,24,454844,2,106,0,0
57,4,1277655,4,110,1,1
39,68,1356919,3,77,0,0
41,25,1381039,0,185,0,0
36,7,1322283,4,252,0,0
54,13,806625,9,235,0,1
56,68,1329757,11,92,0,1
38,43,279869,4,129,0,1
25,57,777772,6,182,1,0
45,36,613604,14,33,1,1
22,14,489821,11,221,0,1
34,27,770181,6,281,0,1
54,37,435262,1,0,1,0
53,71,1223124,13,96,0,1
36,25,264727,3,86,0,1
44,67,204319,0,251,1,0
51,4,285648,12,14,0,1
28,16,180066,4,141,1,0
62,19,1069740,4,288,0,0
64,29,346635,3,69,0,0
29,51,931653,9,278,0,1
38,18,1365564,11,53,0,1
28,58,1083596,11,251,0,1
56,44,1334093,6,246,0,1
45,16,192326,5,133,0,0
22,65,239972,12,243,0,1
34,2,333041,9,238,0,1
37,56,1162467,2,16,0,1
58,28,995072,1,278,0,0
63,65,958515,14,232,1,1
29,5,1448684,3,153,0,1
23,22,1068675,8,185,0,1
34,13,669027,9,82,1,1
68,65,1148371,4,54,1,0
36,16,972231,0,61,1,0
43,64,315928,10,58,0,1
65,32,798734,2,141,1,0
61,51,139459,8,148,0,1
61,58,1453975,6,173,0,1
69,46,887669,2,61,0,0
49,52,1126117,0,166,1,0
23,63,1137033,3,169,1,0
53,60,152195,8,102,1,1
55,65,136326,11,27,0,1
28,55,236365,6,83,0,0
50,57,456064,4,133,0,0
41,71,982961,12,58,1,1
40,26,773589,10,89,0,1
32,12,1406542,13,69,1,1
44,71,418862,5,184,0,0
28,46,605818,0,59,1,0
68,47,673903,6,144,0,1
67,38,1219872,11,167,1,1
34,21,959228,4,65,1,1
68,14,1116258,6,123,0,1
31,2,343083,4,212,0,1
44,70,1019419,4,181,1,1
35,33,436795,2,70,0,0
45,6,107076,4,43,0,1
68,37,1491070,7,194,0,1
64,14,940350,13,56,0,1
64,37,1407616,7,291,0,1
21,8,936960,1,56,0,0
24,13,479647,10,170,0,1
62,40,166798,0,299,0,0
52,58,109319,1,82,0,0
65,18,512525,10,93,0,1
26,57,289468,6,266,1,0
25,38,849656,2,160,0,0
69,32,1437718,7,101,0,1
62,66,103468,3,111,0,0
34,25,1260754,9,65,0,1
34,58,1292299,9,109,1,1
66,33,890841,7,119,1,1
50,66,166083,13,278,0,1
49,30,1382843,1,241,0,0
25,34,185443,12,147,1,1
36,69,909858,13,241,1,1
55,48,941189,14,221,0,1
20,40,245508,4,270,1,0
22,51,676424,5,285,0,0
30,13,1308610,0,3,0,1
64,31,596988,14,7,0,1
63,39,522504,13,51,0,1
48,63,1432956,0,141,0,0
33,48,1294571,13,266,0,1
67,48,286963,8,279,0,1
49,61,953579,4,87,1,1
39,12,1467089,14,159,0,1
46,56,1477123,14,27,0,1
39,18,983657,13,15,0,1
60,27,1134961,3,297,0,0
20,28,407357,13,271,0,1
27,52,198631,0,99,1,0
59,16,628104,14,203,1,1
38,58,409982,2,189,0,0
33,9,1401112,12,33,0,1
29,26,359525,3,293,1,0
19,28,839835,10,277,0,1
58,36,1213940,10,258,0,1
41,9,506373,4,256,1,1
52,47,895754,13,52,1,1
47,51,1413202,9,191,0,1
47,57,865176,11,171,0,1
64,32,1489931,13,46,0,1
52,67,458100,4,190,0,1
36,57,1356919,9,40,0,1
67,54,106732,7,193,0,1
25,16,271825,12,65,0,1
43,62,866364,12,42,1,1
66,56,335430,2,189,0,0
57,23,346328,6,88,0,1
24,17,134422,13,175,1,1
47,38,701252,12,25,0,1
24,30,1204860,5,98,0,1
20,58,752863,9,60,1,1
18,22,824629,10,249,1,1
53,17,532795,9,224,0,1
42,15,1353526,9,81,0,1
54,48,438144,10,181,0,1
18,32,1014691,5,187,0,1
32,40,1328162,9,43,1,1
54,57,110300,8,258,0,1
30,58,920995,13,97,0,1
57,16,745515,14,90,0,1
25,28,1227820,6,140,0,1
22,1,490305,12,251,1,1
26,41,116328,10,207,0,1
18,48,519870,6,178,0,1
53,31,761574,10,297,1,1
52,36,1337388,13,186,0,1
19,33,1082453,0,109,1,0
57,33,1056417,0,218,1,0
40,23,921809,8,2,1,1
26,60,256806,8,40,0,1
51,30,452401,11,124,0,1
63,45,1075111,10,256,0,1
31,39,572374,9,192,0,1
21,45,259947,2,114,1,0
47,12,1203658,14,69,0,1
48,32,647514,10,96,0,1
55,56,914109,10,215,0,1
28,24,241370,7,223,0,1
52,13,1446568,8,280,0,1
25,20,723579,0,128,1,0
20,56,950086,11,98,0,1
31,53,778794,13,269,0,1
30,68,205850,2,246,1,0
62,54,1084766,12,185,0,1
49,34,1208209,5,243,1,0
51,28,673205,14,37,1,1
62,50,966236,3,256,1,1
36,2,1411627,7,247,0,1
55,26,977727,14,132,0,1
33,51,1135016,8,43,0,1
19,47,813962,6,192,1,1
57,26,506980,10,56,0,1
34,61,1025894,0,247,0,0
51,23,130172,13,103,0,1
59,37,1380407,1,44,0,0
33,41,727800,0,59,1,0
55,52,795902,8,65,0,1
19,49,1196772,3,222,1,0
19,27,955333,9,46,0,1
43,6,1111594,13,237,0,1
30,66,1039167,7,25,0,1
64,24,761311,4,93,0,0
48,38,1425895,4,109,1,1
51,28,504243,4,260,0,1
56,28,1256385,10,253,0,1
20,66,1486350,4,294,0,1
25,61,767527,2,39,0,0
40,46,1353953,5,291,0,0
31,69,516276,13,253,0,1
44,43,227310,0,96,0,0
46,59,1477276,7,25,0,1
56,2,1094885,12,103,1,1
56,15,988580,3,102,0,0
18,37,110485,5,74,0,1
34,71,730543,1,84,0,0
58,20,633090,1,213,1,0
47,35,600040,7,112,0,1
30,34,919746,13,56,0,1
38,31,1065802,0,100,0,0
36,19,193153,7,249,0,0
36,68,1124806,14,134,0,1
42,24,1332133,9,140,1,1
39,39,1364308,9,83,0,1
48,54,964685,14,206,1,1
34,39,606945,0,229,1,0
40,17,1186245,14,60,0,1
49,19,1029346,8,216,1,1
27,48,950531,0,55,0,0
27,35,233154,3,28,0,1
53,32,749166,8,110,0,1
25,47,257333,0,91,0,0
69,47,1158371,8,141,0,1
37,64,407453,13,101,0,1
49,46,853924,7,70,0,1
67,35,120180,4,12,0,0
31,17,1457055,5,156,0,1
67,42,597502,4,80,0,0
45,29,526484,3,99,1,0
63,70,1388477,11,82,0,1
69,17,1304137,9,217,1,1
41,14,814758,14,236,1,1
32,24,746640,14,124,0,1
39,57,464411,13,200,1,1
47,50,1488122,12,1,0,1
21,57,210551,11,61,0,1
30,61,1229384,3,19,0,0
40,39,220469,13,209,0,1
25,55,1482642,9,179,1,1
35,36,433018,7,61,1,1
29,37,1003685,7,272,0,0
48,14,422505,8,294,0,1
31,27,1222412,2,240,0,1
51,31,1340414,9,250,0,1
35,44,1301048,14,9,0,1
51,68,807593,7,186,0,1
28,48,694121,14,109,1,1
58,57,1400249,2,27,1,0
29,22,512548,1,60,1,0
66,4,1124213,1,57,0,0
32,46,1261974,8,299,0,1
48,59,508417,3,251,0,0
66,34,538598,4,255,0,1
46,11,920240,1,144,0,0
43,31,1222100,8,78,0,1
